380,فیلم ضرب و شتم کودکان در جنوب کشور!,"کودکان بی خانمان در جنوب کشور تجزیه و تحلیل: یک فیلم آزار دهنده حاوی صحنه های نگران کننده ای از ضرب و شتم کودکان یک آسایشگاه است که به صورت آنلاین به اشتراک گذاشته می شود و گفته می شود گفته می شود. اینکه یک مرد توسط گروهی از کودکان یتیم در آسایشگاه در جنوب کشور مورد ضرب و شتم وحشیانه قرار گرفته است. این تصادف در این ویدیو قبلاً در برخی مکان ها / مدارس / خانه های ایران نیز اتفاق افتاده است. بله ، این فیلم واقعی است ، اما حادثه ناگوار در سال 2014 در قاهره مصر اتفاق افتاد. اسامه محمد عثمان مدیر مهد کودک و یتیم خانه در قاهره ، مصر است و در آگوست 2014 ، او اجازه نداد کودکان مهد کودک را تماشا کنند و ضرب و شتم کنند. آنها را مورد ضرب و شتم قرار داده و توسط همسر اسامه و بعد از یک ضبط شده است. ماه آن را به رسانه ها می دهد. در آن زمان بود که یک دادگاه در مصر پرورشگاه قاهره را به سه سال زندان محکوم کرد ، همسر اسامه به تلویزیون مصر گفت که ""دیگر نمی تواند سکوت کند."" در طی یک روز ، این ویدئو ده ها هزار بار مشاهده شده است ، و باعث مداخله رئیس جمهور عبدالوته السیسی می شود. سپس بچه ها به یک مرکز دیگر منتقل شدند و هیئت یتیم خانه اخراج شد. عثمان دستگیر و متهم به سوء استفاده و نقض قوانین کودکان شد. یک مقام ارشد امنیتی گفت که وی اقدامات خود را هنگام درخواست از عثمان توجیه می کند و گفت که سعی دارد به کودکان در مورد ""درس"" که با دستگاه های برقی بازی می کرد و نگران سلامتی آنها بود ، آموزش دهد. بود. سوءاستفاده از کودکان در یتیم خانه در مصر ثبت شده است ، اگرچه به ندرت در رسانه ها گزارش شده است. تصویر زیر خبر از محاکمه اسامه در سال 2014 را گزارش می کند. این فیلم نیز سال گذشته تحت نظارت دانشکده بین المللی شبانه روزی بهارمپور هند منتشر شد.",Disagree
1613,عکس واقعی Zelikha در موزه لوور در پاریس!/ شایعه 0346,عکس زیر عکس واقعی زولیخا ، همسر یوسف پیامبر است ، که در موزه لوور پاریس نگهداری می شود ، تصرف پاریس 1. تصویری که در رسانه های اجتماعی منتشر شده است به نام Zelikha یک مصری نیست و هیچ ارتباطی با آن نداردزلیخااین تصویر در نقاشی های موزه لوور یافت نشد!2. همانطور که از بالای این تصویر نشان داده شده است ، در موزه یا قاب نیست ، بلکه روی فرش و روی کاغذ مانند مجله یا پوستر است!http://shayeaat.mihanblog.com/extrapage/zoleyka 3. در تمام نقاشی ها و کتیبه های مصر باستان ، زنان مصری دارای مدل های و مدل موهای منحصر به فردی هستند که در آثار هنری و فیلم های سینما تقلید می شوند و با آنها شباهت ندارندتصویر!http://yon.ir/weegick 4. جزئیات و ویژگی های تصویر مربوط به نقاشی های رنسانس اروپا و یک خانم اروپایی است و هیچ شباهتی به یک زن مصری ندارد!,Disagree
1260,دختر سافار هریندی ، مدل مد اسلامی!/ شایعه 0711,"اتاق خبر 24: برای جلوگیری از انتشار شایعات مجازی در رسانه های اجتماعی ، مهمترین و آخرین شایعات منتشر شده توسط کاربران رسانه های اجتماعی در بسته خبری ""شایعه به واقعیت"" را بررسی می کند.این ""شایعه"" به تازگی در رسانه های اجتماعی و سایت های ضد انقلابی عکسی گرفته است که ناشران آن ادعا می کنند تصویر دختر نهمین وزیر راهنمایی دولت محمد حسین صفاراندی ، که در حال تبلیغ و فروش چادرهای سیاه است.محمد حسین صفاراندی ، عضو شورای مصلحت و وزیر پیشین فرهنگ و راهنمایی اسلامی ، دختر ندارد و فقط دو پسر دارد.این شایعه و گسترش آن در رسانه های اجتماعی بار دیگر نشان داد که این رسانه ها به هیچ وجه منبع قابل اعتماد اخبار نیستند.همچنین به نظر می رسد کاربران شبکه های اجتماعی باید بیشتر به محتوای مجازی توجه کنند و در صحت مطالب اعتماد به نفس نداشته باشند.",Disagree
790,فیلم دانستن برش آقای علم المدی!,به گفته گروه مطبوعات Thamen ، بسیاری از حملات و حملات به سمت آیت الله علم اللهدی مدتی است که تشکیل شده است. از داستان کنسرت گرفته تا موارد دیگری که مجاز به مقابله با آنها نیستند. این حملات بی سابقه قطعاً در حال برنامه ریزی دشمن هستند و برخی از رسانه های داخلی که دارای سابقه طولانی هستند ، آب را به دشمن می ریزند و کاری را انجام می دهند که دشمن است ، که در این مورد است. این کنسرت به خوبی مشاهده شد. اکنون ، چند دقیقه فیلم آیت الله علم المدی درباره جمعه 8 دسامبر در فضای مجازی منتشر می شود ، که در آن احکام برای یک زن به ابو عبدالله آل -هسین (ص) در دعاهای جمعه بیان می شود. این فیلم تقسیم بندی خطبه های نماز جمعه است که او نظرات مختلف و ابعاد مختلف برش را توضیح می دهد و با دیدن این کلیپ کوتاه ، مخاطب به اشتباه درک می شود که گویی آیت الله الم اللهدی اشکال و حتی به خاطر برش است. او یک زن است در حالی که از جنبه های مختلف این موضوع بسیار معقول است و در نهایت یک معقول و مختصر را رد می کند.,Disagree
729,کما و مرگ کودکان با مصرف همزمان دیفن هیدرامین و شیر!,1. آمدن و درگذشت هر بیماری به دلیل استفاده همزمان از اسید مرفنامیک و قرص های ضد بارداری LD در هیچ منبع معتبری منتشر نشده است!2. این 2 داروی با قدرت بالا ممکن است به طور همزمان مصرف شوند و هیچ موردی برای ممنوعیت وجود ندارد!این شایعه در اواسط سال جاری منتشر شد و در همان زمان انکار کرد!3. نه تنها در مورد قرص های LD ، بلکه در موارد تداخل مواد مخدر ، بلکه به مسکن ها و به ویژه اسید ملفنامیک نیز ارجاع نشده است!4- در موارد منع مصرف یا تداخل مواد مخدر با اسید مفنامیک ، هیچ اشاره ای به داروهای ضد بارداری وجود ندارد!5. برای کسب اطلاعات بیشتر در مورد این قرص ضد بارداری و نحوه استفاده از آن ، پیوند زیر را بخوانید: 6. دیفنیدرامین از خطرات برای نوزادان استفاده می کند ، اما با شیر گزارش نشده است و برخلاف ادعاهای شایعه ، برای جلوگیری از ناراحتی معده ، آن را توصیه می کنیداز ناراحتی معده جلوگیری کنید.می توان با شیر مصرف کرد!,Disagree
1058,سرطان ریحان بنفش!,خصوصیات ریحان بنفش ، گیاه معطر است که به عنوان چاشنی در پخت و پز استفاده می شود. این گیاه که در ریحان بنفش و سبز موجود است ، به دلیل خاصیت بسیاری از آن شناخته شده است. برگها و گلهای این گیاه دارویی حاوی مواد شیمیایی هستند که به دلیل جلوگیری از بیماری ها و بهبود سلامت بدن مشهور هستند. ما خواص ریحان را برای سلامت بدن زیر بررسی خواهیم کرد. خواص بنفش بنفش برای سلامت ریحان بنفش یکی از سبزیجات خوشمزه و خوشمزه است که دارای خواص زیادی است. بهتر است با خواص این سبزی آشنا شوید. دکتر ناصر رزیپور ، متخصص طب سنتی ، خاطرنشان کرد: ریحان دارای طبیعت گرم و خشک است و بوی دلپذیر آن ملایم و معتدل است. عروق مغزی ، تجزیه و تحلیل تورم داخلی و خارجی ، تقویت معده ، وزش باد ، نفخ و بادهای ضخیم ، درمان تنگی نفس و سرفه ، و بهبودی از زخم های دهان و انواع سردردها استفاده شده است. ریحان گیاهی یک ساله و معطر از نعناع تیره است و دارای دو رنگ سبز و قرمز (بنفش/بنفش) است و دارای منابع معدنی کربوهیدرات ها ، فیبر ، چربی ، پروتئین و ریز مغذی هایی مانند ویتامین های A ، B 1 ، B 2 ، B 3 ، B 3 ، B 5 ، B 6 ، B 9 ، C ، E ، K ، کلسیم ، آهن ، منگنز ، منیزیم ، فسفر ، پتاسیم ، سدیم و روی. ریحان بنفش دنیای ریحان بنفش. علاوه بر موارد فوق ، این سبزی معطر اشتها و یک محرک روان کننده است و به تسکین درد و درد کمک می کند. ضد التهاب است و از آلزایمر جلوگیری می کند. این علائم صرع و نقرس را کاهش می دهد و ضد میکروبی قوی است و به دلیل ترکیبات آنتی اکسیدانی دارای خاصیت آنتی اکسیدانی است. این نوع ریحان تقریباً تمام خواص ریحان سبز را دارد و هر دو گونه ریحان تأثیرات خوبی در تقویت سیستم گوارشی و سیستم عصبی مانند اضطراب ، افسردگی ، مشکلات بی خوابی و آرام بخش دارند. امروزه از برگهای ریحان بنفش به عنوان محرک جنسی ، معده ، خلط ، عصب و حافظه استفاده می شود و از برگهای تازه برای تسکین آبریزش بینی و کاهش گرمای بدن ، برونشیت و گاستریت استفاده می شود. در مطالعات مدرن ، اثرات آنتی اکسیدان و ضد سرطان برای ریحان و حتی برای مبارزه با سرطان پستان ، ریحان توصیه شده است. خصوصیات ریحان بنفش چیست؟ سبزیجات مختلف می توانند تا حدی آلاینده های آب ، خاک و هوا را در قسمت های مختلف خود ، به ویژه برگها نگه دارند و عوامل بیماری زا را در مصرف کننده منتقل کنند ، اما علاوه بر نظارت دقیق مؤسسات مسئول ، این نگرانی را برطرف می کنند. استفاده کنید ، خانواده ها همچنین باید سبزیجات و سبزیجات خود را از مراکز معتبر و معتبر تهیه کنند و قبل از مصرف آنها در آب نمک رقیق شده و سپس به خوبی شسته می شوند. در فضای مجازی ، یک مقاله غیر علمی و غیر ضروری در مورد سرطان زایی ریحان بنفش وجود داشته است ، که بدون مراجعه به هر منبع علمی یا دانشگاهی ادعا شده است ، نظارت بر مواد غذایی ایالات متحده (FDA) پس از بررسی مصرف ریحان اعلام کرده است. بنفش یکی از مهمترین دلایل سرطان ، به ویژه سرطان پروستات در مردان و سرطان پستان در زنان است! ادعا می شود که استفاده از ریحان بنفش مدتی است که در ایالات متحده و اروپا ممنوع شده است و تولید آن تقریباً متوقف شده است و مصرف این سبزی محدود به آسیا ، به ویژه در جنوب شرقی آسیا و ایران است. به همین دلیل ، این مناطق بیشترین تعداد سرطان در جهان را دارند! این یک شایعه است و باید توجه داشته باشید که تلگرام و برنامه های مسنجر مشابه منابع و سیستم عامل های خوبی برای دستیابی به یافته های علمی ، پزشکی و پزشکی نیستند و افراد نباید بدون استناد علمی روشن در فضای مجازی منتشر شوند. اعتماد ریحان بنفش خصوصیات شگفت انگیز ریحان بنفش ریحان بومی هند است. این گیاه ترشح مضر ندارد و تمام قسمت های آن مانند برگ ، گل و حتی ساقه ها بسیار معطر و معطر هستند. بنابراین ، از آن در سراسر جهان به عنوان طعم دهنده و رایحه ای برای غذا استفاده می شود. در مصر ، زنان در استراحتگاه های افراد مورد علاقه خود گلهای ریحان می ریزند ، اما در مالزی ، ریحان در مردگان دفن می شود. یک مولداوی رسمی وجود دارد که هنوز هم ایستاده است ، و یک مرد با پذیرش یک دسته از ریحان ، زن محبوب خود را انتخاب می کند. پزشکان قدیمی به سختی اثر درمانی ریحان را پذیرفتند و بیشتر آنها معتقد بودند که ریحان یک گیاه سمی و خطرناک است. سایر نام های ریحان بنفش در طب سنتی: سبزیجات خوراسان ۔ ابی HAMMAM - درمان گیاهی ریحان قرمز 1 - آن را بخورید. سرگرم کننده ، قلب ، قدرت قلب ، معده ، مبهم و ادرارآور شیر ، کاسه ، عرق و عرق ، آسارابول ، ضعف کبد ، قرن ها ، سپرها و خفه کننده ها برای از بین بردن سنگ مثانه. درمان گیاهی تورم پستان 2 - مجازات های آن با جو ، روغن گل و سرکه برای گرمسیری و ماستیت اورام به تنهایی برای درمان عقرب و زنبور تجربه می شود. درمان گیاهی از بینی 4 - آن را با مخلوط کنید,Disagree
333,تخریب مجسمه شهری در پارسباد اردبیل!,"به گفته آران مغان ، این مجسمه که در تاریخ 10 آوریل 2015 در میدان شهری در محله فرودگاه پارس آبادماغان رونمایی شد ، سه سال پس از نابودی آن امروز بعد از ظهر نابود شد. پس از تخریب مجسمه این شاعر مشهور آذربایجان و حساسیت به موضوع ، Tabatabai ، دادستان پارس Abadmaghan ، به این موضوع آمد و گفت: در این رابطه ، عضو شورای اسلامی پارس آباد ، که حضور داشت در میدان شهری شهری در پارس آباد. وی برای توضیحات به دادستان احضار شد. شهردار پارس آبادماغان همچنین اظهار داشت که مجسمه استاد شهری بدون تأیید اعضای شورای شهر حذف شده است و شهرداری هیچ اطلاعاتی و برنامه ای برای این امر ندارد. رحمت آنواری آزر همچنین در مورد جمع آوری تمام مجسمه های میادین شهر به برخی کانال ها پاسخ داد: ""این درست نیست."" علت این مجسمه هنوز مشخص نیست. سید محمد حسین بهجات تبریز (متولد 2 - درگذشت 1) شاعر ایرانی از جمهوری آذربایجان (قبلاً بهجات) شاعران آذربایجان بود که شعر به زبان های ترکی و فارسی می نوشتند. وی در تبریز به دنیا آمد و طبق خواست وی در مقبره شهر دفن شد.",Agree
1619,نصب مجسمه کوروش در خلیج فارس و تنگه هورموز!/ شایعه 0267,"به گفته خبرنگار داغ اخبار روزنامه نگاران جوان Club Cyberpace ، متون اخیر در مورد نصب مجسمه سیروس در خلیج فارس در رسانه های اجتماعی وجود داشته است. ""امروز صبح ، مجسمه کوروش بزرگ بر روی پایه بتونی در تنگه هورموز در پایگاه بتونی به مقامات ایران و همچنین نام فارسی آن در نیلون فارسی ، همیشه به کشتی های بین المللی که وارد این محدوده آب می شوند ، نصب شده است. . هرگز نام ایران و ایران را فراموش نکنید. ""اما حقیقت این است که موارد فوق توسط هیچ یک از منابع خبری تأیید نشده است ، در حالی که اخبار نیروی دریایی اسلامی ایران باید توسط مقامات ذیربط تأیید شود ، که تاکنون توسط هر مقام مرتبط شده است. همچنین ، به گفته محمد علی امینفر ، طراح و مجسمه ساز جزیره کیش ، سه مجسمه که توسط 3 مجسمه و طراح ایرانی طراحی و ساخته شده است و شامل طرح های ساخته شده و فایبرگلاس در سال گذشته با هدف محافظت از مستعمرات مرجانی و مرجان است. آنها در زیر دریا و در مسیر گردشگری غواصی نصب شدند. وی در مورد شکل این مجسمه ها گفت که این مجسمه ها با نگاهی به موضوعات مختلف فرهنگی مانند انسان و جهل ، نژادی و خلیج فارس ، مانند گذشته در سال 91 ، سه مجسمه با طرح های ماهیگیری ، یک تمثیل طبیعت ساخته شده است. و دلفین و زمین در زیر آب سوار شدند. بر این اساس ، می توان نتیجه گرفت: 1- عملکرد مجسمه ها توسط آژانس محیط زیست انجام می شود ، نه ارتش جمهوری اسلامی. 2- هدف از محافظت و ساخت این آثار محافظت از مستعمرات مرجانی است ، نه نشان دادن اقتدار و عظمت ایران در خلیج فارس. 3. مجسمه ها روی سطح آب قرار ندارند اما در زیر آب نصب شده اند. 4- هیچ یک از مجسمه ها مجسمه بزرگ کوروش نیستند.",Disagree
415,شماره مدیران کانال را در پیام رسان سوروش نشان دهید!,"پس از اینکه هکر امنیت شبکه مسنجر سوروش را مورد بررسی قرار داد و توانست اداره برخی از کانال های مسنجر از جمله وزیر ارتباطات را به نمایش بگذارد ، سید میسام سید صالبی در توییتر خود نوشت.اعتماد به خانواده سوروش قیمت خاص خود را دارد!و قیمت فقط صداقت است.شماره مدیریت کانال به معنای هک کردن نیست ، اما در فرهنگ کاربران ایران عزیز ، یک مشکل مهم برای همه عذرخواهی برای همه وجود دارد. ما می خواهیم.""",Agree
1327,آیا پیامبر اسلام نامه ای را به خسرو پارویز فرستاد؟!/ شایعه 0626,"نامه پیامبر به شرح زیر است: بیسمله الرراهمن الراهیم محمد رسول الله آلفاری. سلام ، سلام من ، و آمین بالا و رسول و شهد لاله الله وهدا لاشریک لشک و آن محمد عبدال و رسول. ادعای بدا الله فانی ، پیامبر (صلی الله علیه و آله و سلم) ، کانزار کان هایا و حق علی الکفرین. فیوز من TESMM است. ون ابیات ون المجوس آلیک. به نام خدا مهربان ترین و مهربان ترین توسط محمد ، پیامبر خدا به پادشاه بزرگ ایران. سلام به کسی که مسیر درست را دنبال می کند و به خدا و رسول خود ایمان دارد و شهادت می دهد که هیچ خدایی جز یک و شریک زندگی وجود ندارد و محمد بنده و پیامبر اوست. من شما را می خواهم که دین خدا را بپذیرید زیرا من او را به همه جهان می فرستم تا پیام خود را به همه کافران منتقل کند. بنابراین باور کنید که نجات خواهید یافت و اگر این کار را نکنید ، مردم مگی بر شما خواهند بود! ""(ما باید مراقب باشیم که پیامبر بزرگ زرتشتیان را مانند عمر بن ختاب نامیده شود - متن عمر بن ختاب به یزدجرد سوم و پاسخ آن.) خسرو پارویز نامه را به فرماندار یمنی -"" ""Bazan"" - که چه کسی است پاره کرد. منبعی از دولت ساسانید نوشت: ""من به مردی از قریش در مکه که ادعای پیشگویی را داشت ، گزارش شده است. این دو به پیامبر و پیامبر رفتند. او به اسلام خواند. و پیامبر ، طبق وحی الهی ، مرگ خسرو را پیش بینی کرد و در نتیجه ، پیام رسان ها با تحقق این پیش بینی به اسلام گفتند. چند نکته واضح و غیرقابل انکار وجود دارد: 1) پادشاه یمنی ، بازان ، که یک شخص ایرانی بود و یمن یکی از سرزمین های ساسانید ایران بود. از Anushirvan پشتیبانی کنید) 2- PE ایران قیام اوپل علیه خسرو پارویز و مرگ وی توسط پسرش شیرویه ، که در منطقه نامه در منطقه است. دارد . اما جالب است که نویسندگان دیگر نظرات مختلفی دارند. یاغوبی می گوید: پادشاه ایران نامه ای را در پاسخ به نامه پیامبر نوشت و آن را در وسط دو قطعه و در بین این دو قرار داد. هنگامی که پیامبر پادشاه نامه را به پیامبر ارسال کرد ، پیامبر آن را باز کرد و مشتی از مشک را گرفت و به همراهان خود گفت: ""ما در این کری به ما احتیاج نداریم ، و هیچ لباس وجود ندارد ، البته من باید بروم دین یا دین من. من و همراهانم به سر شما خواهیم رسید و فرمان خدا شتاب بیشتری دارد ، اما نامه شما ، بنابراین من آن را به آن می دانم ، و همینطور و همینطور است ""و آن را نمی خواند و پیام رسان بازگشت به خسرو. - سایت Tebyan در منابع دیگری مانند ""Masoudi"" ، ""Tabari"" ، ""Balami"" ، ""ابن بلخایی"" ، ""ابن آتیر"" و ""ابن خالدون"" که خسرو به دو نماینده به مدینه دستور داد. ارسال کنید (یا آن را از مدینه بفرستید) تا پیامبر (یا ارسال) را برای او بیاورید. اگر Khosrow Parviz واقعاً در تلاش بود تا پیامبر بزرگ را بسازد ، می توانست راهی مدینه شود و به قصد خود برسد. همانطور که خسرو جنگهای زیادی را به افراط گرایی انجام داده بود ، که بعداً برای ایرانیان گران بود. آنچه آنها در مورد رفتار این دو و واکنش پیامبر به آنها نوشتند ، به هیچ وجه مانند کسانی که قصد دستگیری کسی را دارند ، نیست. ""و پیام رسان ها به پیامبر رفتند. آنها ریش خود را تراشیده بودند و سبیل داشتند. و پیامبر گفت:"" چه کسی این را گفت؟ "" باید ریش داشته و تراشیده شود. سپس او گفت ، برو و فردا به من بیا. و آن شب به پیامبر خدا گفته شد که خدا او را شیرویه گرفت و او در آن زمان پدرش را به قتل رساند. و وهدادی می گوید شش ساعت از شب سه شنبه ، دهم جمدی آل -هول ، هفتمین سال هجرا رفته است. و مدتی نگذشت که نامه شیرویه به بازان آمد وقتی که من خسرو را کشتم زیرا او اشرافی فارسی را کشته بود. و هنگامی که این نامه به بازان آمد ، وی گفت: ""این مرد یک پیامبر است و به اسلام تبدیل شده است ، و دیگر ساکن فارسی یمن مسلمان شد."" - تاریخ Tabrizi C ، ص. 2 ، یا جای دیگر: ""آنها در حضور پیامبر مورد تقدیر قرار گرفتند. مترجم این مکالمات یک"" سلمان فارسی ""ایرانی خالص بود. پیامبر به دو پیام رسان به خانه سلمان داد و به آنها دستور داد تا از آنها استقبال کنند. مدتی مدینه برای برخی از منابع تا شش ماه. »- سایت Tebyan. در اینجا دو دیدگاه وجود دارد: 1- Khosrow Parviz مستقیماً یک گفتگوی متمدن را مستقیماً فرماندهی کرد. لازم به ذکر است که بازان نیز یک فرد فارسی بود ، دوستان ما که خیلی از Khosrow Parviz می گویند آیا آنها به آنها مراجعه می کنند؟! اگر داستان پاره کردن نامه را بپذیریم ، پذیرش دیدگاه دوم آسانتر است ، اما در غیر این صورت دیدگاه اول برای من منطقی تر است. همه t",Agree
